ANCORA CHUMBADORES LTDA.
CHUMBADOR PBA 1/2 X 4 COM PORCA E ARRUELA (L:E000001030);500;1.491;
CHUMBADOR PBA 1/2 X 4.1/4 COM PORCA E ARRUELA (L:E000001027);200;1.644;
CHUMBADOR PBA 1/4 X 2.1/4 COM PORCA E ARRUELA (L:E000001028);500;0.393;
CHUMBADOR PBA 3/8 X 3 COM PORCA E ARRUELA (L:E000001030);1500;0.768;
CHUMBADOR PBA 3/8 X 3.1/2 COM PORCA E ARRUELA (L:E000001028);200;0.863;
CHUMBADOR PBA 3/8 X 5 COM PORCA E ARRUELA (L:E000001030);600;1.055;
